outcome,week_end,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Hospitalizations,2022-07-30,50-64,43.8,9.4,7.0,4.7,6.3,41078,127792.0,242873.0,18,12.0,17.0,50,64
Cases,2023-10-14,All,36.4,16.3,32.2,2.2,1.1,519565,861107.0,1041683.0,189,140.0,335.0,999,999
Deaths,2023-09-02,18-29,0.0,0.0,0.0,0.0,0.0,73298,214129.0,161722.0,0,0.0,0.0,18,29
Hospitalizations,2022-11-12,18-29,13.3,1.9,0.6,7.0,22.2,82776,212328.0,161549.0,11,4.0,1.0,18,29
Cases,2021-07-10,All,24.4,8.8,0.0,2.8,0.0,1194853,1348222.0,0.0,292,118.0,0.0,999,999
Cases,2022-03-05,30-49,61.2,22.0,52.2,2.8,1.2,135567,295387.0,314346.0,83,65.0,164.0,30,49
Cases,2022-05-14,18-29,388.8,196.2,432.3,2.0,0.9,96186,217174.0,151504.0,374,426.0,655.0,18,29
Deaths,2022-05-07,All,0.2,0.1,0.2,2.0,1.0,648754,888946.0,956808.0,1,1.0,2.0,999,999
Hospitalizations,2023-04-08,18-29,2.6,0.0,1.2,0.0,2.2,75926,213911.0,161680.0,2,0.0,2.0,18,29
Hospitalizations,2021-09-11,50-64,55.4,4.0,0.0,13.8,0.0,84837,325536.0,0.0,47,13.0,0.0,50,64
Deaths,2023-05-20,65-79,0.0,0.0,0.0,0.0,0.0,39539,43437.0,171728.0,0,0.0,0.0,65,79
Deaths,2021-05-01,50-64,7.7,0.0,0.0,0.0,0.0,155412,166702.0,0.0,12,0.0,0.0,50,64
Cases,2023-01-14,All,143.1,75.9,103.5,1.9,1.4,552001,854759.0,1040217.0,790,649.0,1077.0,999,999
Hospitalizations,2023-03-18,65-79,20.0,13.8,11.1,1.4,1.8,39970,43416.0,171710.0,8,6.0,19.0,65,79
Cases,2021-09-04,30-49,268.1,93.4,0.0,2.9,0.0,237570,516114.0,0.0,637,482.0,0.0,30,49
Deaths,2023-03-18,80+,4.1,17.6,0.0,0.2,0.0,24655,11380.0,47126.0,1,2.0,0.0,80,200
Deaths,2021-12-25,50-64,23.8,5.8,0.0,4.1,0.0,58797,223663.0,129378.0,14,13.0,0.0,50,64
Deaths,2023-09-02,50-64,0.0,0.0,0.0,0.0,0.0,32314,125722.0,246940.0,0,0.0,0.0,50,64
Deaths,2022-09-24,18-29,0.0,0.0,0.0,0.0,0.0,89038,211579.0,161435.0,0,0.0,0.0,18,29
Cases,2022-10-01,80+,96.7,105.4,161.6,0.9,0.6,25857,11380.0,47042.0,25,12.0,76.0,80,200
Hospitalizations,2023-09-02,65-79,7.7,6.9,8.7,1.1,0.9,39162,43414.0,171755.0,3,3.0,15.0,65,79
Cases,2022-08-06,All,256.7,149.9,231.3,1.7,1.1,614334,850591.0,1014163.0,1577,1275.0,2346.0,999,999
Cases,2021-11-27,18-29,287.3,114.6,16.2,2.5,17.7,154874,305350.0,24726.0,445,350.0,4.0,18,29
Deaths,2021-11-20,18-29,0.0,0.0,0.0,0.0,0.0,157265,308782.0,19377.0,0,0.0,0.0,18,29
Deaths,2022-03-26,65-79,4.1,3.8,0.6,1.1,6.8,48633,52066.0,158525.0,2,2.0,1.0,65,79
Cases,2022-02-19,All,109.8,55.8,66.6,2.0,1.6,677481,910869.0,868745.0,744,508.0,579.0,999,999
Cases,2023-02-18,All,135.9,71.9,96.5,1.9,1.4,546175,856948.0,1040388.0,742,616.0,1004.0,999,999
Deaths,2022-09-17,65-79,0.0,0.0,0.6,0.0,0.0,45164,43419.0,171309.0,0,0.0,1.0,65,79
Hospitalizations,2022-12-03,50-64,55.9,18.3,7.7,3.1,7.3,35761,125353.0,246742.0,20,23.0,19.0,50,64
Deaths,2021-04-10,50-64,5.3,0.0,0.0,0.0,0.0,207234,80426.0,0.0,11,0.0,0.0,50,64
Hospitalizations,2023-01-21,80+,44.4,70.3,44.6,0.6,1.0,24751,11374.0,47117.0,11,8.0,21.0,80,200
Hospitalizations,2022-05-28,All,11.0,4.9,8.3,2.2,1.3,643200,881598.0,969242.0,71,43.0,80.0,999,999
Hospitalizations,2022-08-13,65-79,45.9,33.8,28.8,1.4,1.6,45801,44391.0,169993.0,21,15.0,49.0,65,79
Hospitalizations,2023-11-18,All,8.5,3.0,6.9,2.8,1.2,507068,862707.0,1047121.0,43,26.0,72.0,999,999
Hospitalizations,2022-12-24,50-64,68.5,8.8,8.9,7.8,7.7,35058,125409.0,246789.0,24,11.0,22.0,50,64
Cases,2022-03-12,All,47.4,22.7,40.7,2.1,1.2,664996,907380.0,911102.0,315,206.0,371.0,999,999
Deaths,2022-09-10,30-49,0.0,0.4,0.0,0.0,0.0,124669,276027.0,346520.0,0,1.0,0.0,30,49
Deaths,2022-06-11,30-49,0.0,0.0,0.0,0.0,0.0,128697,282377.0,337248.0,0,0.0,0.0,30,49
Deaths,2023-01-28,18-29,0.0,0.0,0.0,0.0,0.0,77858,213199.0,161636.0,0,0.0,0.0,18,29
Cases,2022-01-29,30-49,394.8,220.9,267.6,1.8,1.5,145400,318707.0,273200.0,574,704.0,731.0,30,49
Cases,2023-11-25,65-79,67.1,65.5,89.2,1.0,0.8,37243,44248.0,172629.0,25,29.0,154.0,65,79
Hospitalizations,2021-07-31,All,9.7,2.1,0.0,4.6,0.0,1148000,1398829.0,0.0,111,29.0,0.0,999,999
Deaths,2022-02-05,65-79,24.1,30.1,7.4,0.8,3.3,49755,59749.0,148949.0,12,18.0,11.0,65,79
Hospitalizations,2021-08-07,50-64,34.1,2.2,0.0,15.5,0.0,96770,316026.0,0.0,33,7.0,0.0,50,64
Hospitalizations,2023-01-28,80+,20.2,70.3,38.2,0.3,0.5,24736,11376.0,47117.0,5,8.0,18.0,80,200
Hospitalizations,2022-02-05,30-49,12.7,5.2,2.8,2.4,4.5,142252,308500.0,286318.0,18,16.0,8.0,30,49
Deaths,2023-08-26,50-64,0.0,0.0,0.0,0.0,0.0,32353,125723.0,246939.0,0,0.0,0.0,50,64
Deaths,2022-03-12,All,1.2,0.7,0.2,1.7,6.0,664996,907380.0,911102.0,8,6.0,2.0,999,999
Deaths,2023-09-09,80+,0.0,0.0,0.0,0.0,0.0,24452,11380.0,47133.0,0,0.0,0.0,80,200
Hospitalizations,2023-06-10,All,2.2,0.6,2.7,3.7,0.8,534086,860351.0,1040691.0,12,5.0,28.0,999,999
Hospitalizations,2023-06-10,65-79,7.6,2.3,8.7,3.3,0.9,39441,43434.0,171732.0,3,1.0,15.0,65,79
Hospitalizations,2021-11-06,80+,54.1,22.8,18.0,2.4,3.0,29553,43800.0,11093.0,16,10.0,2.0,80,200
Cases,2023-03-11,All,101.2,60.1,80.2,1.7,1.3,543537,858035.0,1040472.0,550,516.0,834.0,999,999
Deaths,2023-07-22,50-64,0.0,0.0,0.0,0.0,0.0,32565,125729.0,246933.0,0,0.0,0.0,50,64
Hospitalizations,2023-04-08,50-64,12.0,2.4,2.4,5.0,5.0,33404,125694.0,246895.0,4,3.0,6.0,50,64
Hospitalizations,2021-05-08,All,19.6,2.6,0.0,7.5,0.0,1432023,822199.0,0.0,280,21.0,0.0,999,999
Cases,2022-04-09,18-29,178.2,72.9,191.3,2.4,0.9,98229,219416.0,147442.0,175,160.0,282.0,18,29
Cases,2022-09-03,All,206.3,122.0,156.9,1.7,1.3,604544,842367.0,1030965.0,1247,1028.0,1618.0,999,999
Cases,2023-03-04,80+,109.4,140.6,152.8,0.8,0.7,24686,11377.0,47125.0,27,16.0,72.0,80,200
Cases,2023-07-08,50-64,21.4,8.0,10.1,2.7,2.1,32640,125730.0,246931.0,7,10.0,25.0,50,64
Hospitalizations,2021-04-03,18-29,7.0,0.0,0.0,0.0,0.0,385176,47882.0,0.0,27,0.0,0.0,18,29
Cases,2021-09-11,65-79,133.2,48.4,0.0,2.8,0.0,64570,194208.0,0.0,86,94.0,0.0,65,79
Hospitalizations,2022-09-17,65-79,24.4,20.7,16.3,1.2,1.5,45164,43419.0,171309.0,11,9.0,28.0,65,79
Deaths,2021-07-17,65-79,2.8,0.0,0.0,0.0,0.0,71101,190176.0,0.0,2,0.0,0.0,65,79
Hospitalizations,2022-06-25,18-29,12.8,4.2,1.3,3.0,9.8,94060,214919.0,155323.0,12,9.0,2.0,18,29
Hospitalizations,2021-12-11,80+,94.9,86.3,17.9,1.1,5.3,28442,27803.0,28010.0,27,24.0,5.0,80,200
Cases,2022-06-11,All,264.7,176.5,269.3,1.5,1.0,640279,874417.0,979825.0,1695,1543.0,2639.0,999,999
Hospitalizations,2022-06-18,18-29,2.1,4.2,0.6,0.5,3.5,94340,215224.0,154755.0,2,9.0,1.0,18,29
Deaths,2021-11-20,30-49,1.6,0.0,0.0,0.0,0.0,192730,502972.0,63876.0,3,0.0,0.0,30,49
Hospitalizations,2022-04-02,50-64,4.4,2.9,1.3,1.5,3.4,45178,138856.0,227154.0,2,4.0,3.0,50,64
Cases,2021-07-10,50-64,20.5,6.6,0.0,3.1,0.0,107073,304806.0,0.0,22,20.0,0.0,50,64
Cases,2022-06-04,50-64,442.0,152.6,274.0,2.9,1.6,42758,131758.0,237215.0,189,201.0,650.0,50,64
Hospitalizations,2022-09-24,18-29,7.9,2.8,1.2,2.8,6.6,89038,211579.0,161435.0,7,6.0,2.0,18,29
Cases,2021-10-30,All,142.3,57.7,23.8,2.5,6.0,968843,1483650.0,92473.0,1379,856.0,22.0,999,999
Deaths,2022-03-05,65-79,4.1,5.6,0.6,0.7,6.8,48917,54022.0,156028.0,2,3.0,1.0,65,79
Deaths,2023-04-22,50-64,0.0,0.0,0.0,0.0,0.0,33280,125718.0,246902.0,0,0.0,0.0,50,64
Cases,2021-12-18,30-49,1450.9,824.5,551.2,1.8,2.6,176574,429933.0,147317.0,2562,3545.0,812.0,30,49
Hospitalizations,2023-04-08,80+,12.2,8.8,31.8,1.4,0.4,24622,11383.0,47126.0,3,1.0,15.0,80,200
Cases,2023-09-16,All,49.4,27.5,48.7,1.8,1.0,526492,860284.0,1040830.0,260,237.0,507.0,999,999
Cases,2023-08-05,80+,20.4,70.3,44.6,0.3,0.5,24475,11382.0,47131.0,5,8.0,21.0,80,200
Hospitalizations,2021-04-17,18-29,10.4,3.1,0.0,3.4,0.0,327658,65029.0,0.0,34,2.0,0.0,18,29
Deaths,2023-06-03,50-64,0.0,0.0,0.0,0.0,0.0,32855,125745.0,246913.0,0,0.0,0.0,50,64
Deaths,2022-01-01,65-79,61.2,13.9,2.3,4.4,26.6,52264,79022.0,127818.0,32,11.0,3.0,65,79
Hospitalizations,2022-05-21,All,10.9,6.4,8.6,1.7,1.3,644984,883996.0,965236.0,70,57.0,83.0,999,999
Cases,2023-08-05,18-29,36.6,9.3,17.9,3.9,2.0,73686,214134.0,161713.0,27,20.0,29.0,18,29
Cases,2023-02-11,30-49,129.4,56.5,85.5,2.3,1.5,111258,277686.0,347246.0,144,157.0,297.0,30,49
Cases,2023-08-26,All,61.8,29.1,46.5,2.1,1.3,527758,860290.0,1040810.0,326,250.0,484.0,999,999
Hospitalizations,2023-08-12,50-64,12.3,3.2,2.8,3.8,4.4,32441,125727.0,246935.0,4,4.0,7.0,50,64
Deaths,2021-12-11,All,5.8,1.0,1.3,5.8,4.5,847199,1247588.0,380994.0,49,13.0,5.0,999,999
Deaths,2023-03-25,50-64,0.0,0.0,0.0,0.0,0.0,33548,125665.0,246890.0,0,0.0,0.0,50,64
Cases,2021-06-19,All,18.1,3.8,0.0,4.8,0.0,1238489,1241729.0,0.0,224,47.0,0.0,999,999
Hospitalizations,2021-04-03,50-64,39.7,3.0,0.0,13.2,0.0,234356,66383.0,0.0,93,2.0,0.0,50,64
Cases,2022-10-08,80+,85.5,131.8,176.4,0.6,0.5,25733,11377.0,47048.0,22,15.0,83.0,80,200
Cases,2022-04-23,50-64,221.0,77.9,155.4,2.8,1.4,44338,136052.0,231012.0,98,106.0,359.0,50,64
Deaths,2022-03-12,65-79,6.1,0.0,0.6,0.0,10.2,48822,53213.0,157042.0,3,0.0,1.0,65,79
Hospitalizations,2023-08-12,65-79,7.6,9.2,7.0,0.8,1.1,39237,43418.0,171751.0,3,4.0,12.0,65,79
Cases,2021-09-25,18-29,195.4,64.3,0.0,3.0,0.0,178597,304724.0,0.0,349,196.0,0.0,18,29
Hospitalizations,2023-03-18,18-29,3.9,1.4,1.2,2.8,3.2,76420,213693.0,161668.0,3,3.0,2.0,18,29
Cases,2022-02-12,80+,91.6,122.6,94.4,0.7,1.0,27303,15497.0,41310.0,25,19.0,39.0,80,200
Hospitalizations,2021-10-02,50-64,39.2,4.8,0.0,8.2,0.0,79080,330032.0,0.0,31,16.0,0.0,50,64
Deaths,2022-01-29,80+,116.5,83.9,22.5,1.4,5.2,27458,16677.0,39936.0,32,14.0,9.0,80,200
Hospitalizations,2022-03-26,30-49,4.5,1.0,0.3,4.5,15.0,133230,291909.0,322847.0,6,3.0,1.0,30,49
Cases,2023-04-08,18-29,75.1,18.7,37.1,4.0,2.0,75926,213911.0,161680.0,57,40.0,60.0,18,29
Deaths,2023-09-16,18-29,0.0,0.0,0.0,0.0,0.0,73185,214126.0,161725.0,0,0.0,0.0,18,29
Hospitalizations,2023-06-24,80+,8.2,0.0,12.7,0.0,0.6,24509,11383.0,47130.0,2,0.0,6.0,80,200
Hospitalizations,2021-11-20,All,20.8,5.1,2.3,4.1,9.0,893891,1383374.0,221328.0,186,71.0,5.0,999,999
Cases,2023-10-14,18-29,47.7,14.0,17.9,3.4,2.7,71300,214478.0,161898.0,34,30.0,29.0,18,29
Deaths,2023-09-16,80+,0.0,0.0,6.4,0.0,0.0,24446,11380.0,47134.0,0,0.0,3.0,80,200
Cases,2022-10-29,65-79,150.2,152.2,135.8,1.0,1.1,42620,43357.0,171513.0,64,66.0,233.0,65,79
Hospitalizations,2023-07-15,All,1.3,0.2,0.9,6.5,1.4,531292,860318.0,1040757.0,7,2.0,9.0,999,999
Cases,2023-09-23,18-29,67.2,15.9,27.8,4.2,2.4,72891,214123.0,161728.0,49,34.0,45.0,18,29
Hospitalizations,2022-01-15,50-64,308.9,50.5,20.9,6.1,14.8,52767,184203.0,171854.0,163,93.0,36.0,50,64
Hospitalizations,2021-06-19,65-79,5.4,0.5,0.0,10.8,0.0,74281,183897.0,0.0,4,1.0,0.0,65,79
Hospitalizations,2023-03-25,80+,36.5,70.3,59.4,0.5,0.6,24648,11381.0,47126.0,9,8.0,28.0,80,200
Deaths,2022-11-05,All,0.7,0.2,0.3,3.5,2.3,573510,847144.0,1039435.0,4,2.0,3.0,999,999
Cases,2023-09-09,65-79,92.0,39.2,74.5,2.3,1.2,39140,43415.0,171755.0,36,17.0,128.0,65,79
Hospitalizations,2021-06-05,All,7.3,0.7,0.0,10.4,0.0,1279034,1158544.0,0.0,94,8.0,0.0,999,999
Deaths,2021-09-11,80+,16.0,5.7,0.0,2.8,0.0,31257,53008.0,0.0,5,3.0,0.0,80,200
Deaths,2021-08-07,30-49,1.5,0.0,0.0,0.0,0.0,260144,501004.0,0.0,4,0.0,0.0,30,49
Cases,2023-04-29,65-79,42.8,39.1,49.5,1.1,0.9,39684,43437.0,171725.0,17,17.0,85.0,65,79
Deaths,2022-10-22,30-49,0.0,0.0,0.0,0.0,0.0,119057,276343.0,347017.0,0,0.0,0.0,30,49
Deaths,2023-04-01,80+,4.1,0.0,2.1,0.0,2.0,24634,11382.0,47126.0,1,0.0,1.0,80,200
Hospitalizations,2022-01-08,18-29,72.3,16.4,7.2,4.4,10.0,128651,256042.0,83774.0,93,42.0,6.0,18,29
Hospitalizations,2023-04-01,50-64,17.9,3.2,4.5,5.6,4.0,33477,125679.0,246893.0,6,4.0,11.0,50,64
Deaths,2021-05-01,65-79,9.2,0.7,0.0,13.1,0.0,86807,152729.0,0.0,8,1.0,0.0,65,79
Cases,2023-05-06,65-79,30.3,25.3,32.6,1.2,0.9,39631,43437.0,171727.0,12,11.0,56.0,65,79
Hospitalizations,2021-11-20,30-49,28.5,1.8,1.6,15.8,17.8,192730,502972.0,63876.0,55,9.0,1.0,30,49
Cases,2022-03-19,30-49,77.0,27.7,72.9,2.8,1.1,133820,292802.0,320838.0,103,81.0,234.0,30,49
Deaths,2022-12-31,18-29,0.0,0.0,0.0,0.0,0.0,79293,212935.0,161619.0,0,0.0,0.0,18,29
Deaths,2023-06-24,30-49,0.0,0.0,0.0,0.0,0.0,108055,278401.0,347307.0,0,0.0,0.0,30,49
Deaths,2021-04-03,80+,19.0,0.0,0.0,0.0,0.0,42122,26360.0,0.0,8,0.0,0.0,80,200
Hospitalizations,2022-04-02,80+,7.4,0.0,6.9,0.0,1.1,27040,13879.0,43312.0,2,0.0,3.0,80,200
Hospitalizations,2023-09-30,50-64,21.9,2.4,2.8,9.1,7.8,31939,125717.0,246950.0,7,3.0,7.0,50,64
Deaths,2023-09-16,All,0.0,0.0,0.4,0.0,0.0,526492,860284.0,1040830.0,0,0.0,4.0,999,999
Deaths,2023-04-01,50-64,0.0,0.0,0.4,0.0,0.0,33477,125679.0,246893.0,0,0.0,1.0,50,64
Hospitalizations,2023-04-22,30-49,3.7,0.7,0.9,5.3,4.1,109408,278312.0,347288.0,4,2.0,3.0,30,49
Deaths,2022-03-12,30-49,0.7,0.0,0.0,0.0,0.0,134617,294114.0,317904.0,1,0.0,0.0,30,49
Cases,2023-10-28,80+,62.2,78.1,114.4,0.8,0.5,24124,11521.0,47222.0,15,9.0,54.0,80,200
Hospitalizations,2022-02-12,30-49,12.9,5.3,3.4,2.4,3.8,139578,302103.0,296569.0,18,16.0,10.0,30,49
Hospitalizations,2022-05-21,50-64,18.5,9.8,3.8,1.9,4.9,43239,133132.0,235218.0,8,13.0,9.0,50,64
